label,model,fold,pr_auc,roc_auc,precision,recall,f1,n_features
hybrid_lgb,lightgbm,4,0.584461,0.898438,0.673328,0.513415,0.582597,545
hybrid_lgb,lightgbm,0,0.537452,0.880218,0.732339,0.433349,0.544500,541
hybrid_lgb,lightgbm,1,0.572266,0.871292,0.676368,0.471104,0.555377,541
hybrid_lgb,lightgbm,2,0.557522,0.881053,0.674907,0.466473,0.551658,543
hybrid_lgb,lightgbm,3,0.543602,0.872123,0.694809,0.453767,0.548995,545
